"S.no","Transaction ID","Transaction date","Cheque No","Description","Withdrawal(Dr)","Deposit(Cr)","Available Balance","Page Number","Minus"
"1551","S4778361","17/10/2025","","NEFT-UTIBN62025101756550931-GOOGLEINDIADIGITAL S","","1360.00","-127406.20","220","1"
"1552","S4855745","17/10/2025","","NEFT-UTIBN62025101757092825-GOOGLEINDIADIGITAL S","","800.00","-126606.20","221","1"
"1553","S4892817","17/10/2025","","NEFT-UTIBN62025101757304137-GOOGLEINDIADIGITAL S","","1400.00","-125206.20","221","1"
"1554","S4931855","17/10/2025","","NEFT-UTIBN62025101757435528-GOOGLEINDIADIGITAL S","","1250.00","-123956.20","221","1"
"1555","S5003246","17/10/2025","","NEFT-UTIBN62025101757804125-GOOGLEINDIADIGITAL S","","50.00","-123906.20","221","1"
"1556","S5011286","17/10/2025","","NEFT-UTIBN62025101757885603-GOOGLEINDIADIGITAL S","","2600.00","-121306.20","221","1"
"1557","S5080223","17/10/2025","","NEFT-UTIBN62025101758191715-GOOGLEINDIADIGITAL S","","550.00","-120756.20","221","1"
"1558","S5093600","17/10/2025","","NEFT-UTIBN62025101758226088-GOOGLEINDIADIGITAL S","","1100.00","-119656.20","221","1"
"1559","S5100826","17/10/2025","","MMT/IMPS/529017609314/ReqPay/tirupatiau/State Bank","","10000.00","-109656.20","222","1"
"1560","S5158538","17/10/2025","","NEFT-UTIBN62025101758723917-GOOGLEINDIADIGITAL S","","1200.00","-108456.20","222","1"
"1561","S5317294","17/10/2025","","UPI/529025158494/PGWI013261660L/deut2001030000@/D","","100.00","-108356.20","222","1"
"1562","S5638606","18/10/2025","","NEFT-UTIBN62025101868638902-GOOGLEINDIADIGITAL S","","250.00","-108106.20","222","1"
"1563","S5717914","18/10/2025","","NEFT-UTIBN62025101868883231-GOOGLEINDIADIGITAL S","","400.00","-107706.20","222","1"
"1564","S5729843","18/10/2025","","NEFT-UTIBN62025101869088708-GOOGLEINDIADIGITAL S","","2295.00","-105411.20","222","1"
"1565","S5814540","18/10/2025","","NEFT-UTIBN62025101869589722-GOOGLEINDIADIGITAL S","","975.00","-104436.20","222","1"
"1566","S5955211","18/10/2025","","NEFT-UTIBN62025101870382497-GOOGLEINDIADIGITAL S","","2150.00","-102286.20","223","1"
"1567","S5980440","18/10/2025","","NEFT-UTIBN62025101870429592-GOOGLEINDIADIGITAL S","","515.00","-101771.20","223","1"
"1568","S6053345","18/10/2025","","NEFT-UTIBN62025101870987883-GOOGLEINDIADIGITAL S","","100.00","-101671.20","223","1"
"1569","S6084789","18/10/2025","","NEFT-UTIBN62025101871153155-GOOGLEINDIADIGITAL S","","900.00","-100771.20","223","1"
"1570","S6085028","18/10/2025","","NEFT-UTIBN62025101871156219-GOOGLEINDIADIGITAL S","","125.00","-100646.20","223","1"
"1571","S6204893","18/10/2025","","NEFT-UTIBN62025101871880127-GOOGLEINDIADIGITAL S","","420.00","-100226.20","223","1"
"1572","S6236396","18/10/2025","","NEFT-UTIBN62025101872109798-GOOGLEINDIADIGITAL S","","200.00","-100026.20","223","1"
"1573","S6266839","18/10/2025","","NEFT-UTIBN62025101872431525-GOOGLEINDIADIGITAL S","","6175.00","-93851.20","224","1"
"1574","S6598599","19/10/2025","","NEFT-UTIBN62025101981555513-GOOGLEINDIADIGITAL S","","1580.00","-92271.20","224","1"
"1575","S6612409","19/10/2025","","NEFT-UTIBN62025101981616984-GOOGLEINDIADIGITAL S","","65.00","-92206.20","224","1"
"1576","S6628934","19/10/2025","","NEFT-UTIBN62025101981785392-GOOGLEINDIADIGITAL S","","100.00","-92106.20","224","1"
"1577","S6642758","19/10/2025","","NEFT-UTIBN62025101981819113-GOOGLEINDIADIGITAL S","","890.00","-91216.20","224","1"
"1578","S6661605","19/10/2025","","NEFT-UTIBN62025101982033721-GOOGLEINDIADIGITAL S","","300.00","-90916.20","224","1"
"1579","S6789644","19/10/2025","","NEFT-UTIBN62025101982949193-GOOGLEINDIADIGITAL S","","800.00","-90116.20","224","1"
"1580","S6790674","19/10/2025","","NEFT-UTIBN62025101983017709-GOOGLEINDIADIGITAL S","","175.00","-89941.20","225","1"
"1581","S7239277","20/10/2025","","NEFT-UTIBN62025102092357992-GOOGLEINDIADIGITAL S","","1495.00","-88446.20","225","1"
"1582","S7275567","20/10/2025","","NEFT-UTIBN62025102092710781-GOOGLEINDIADIGITAL S","","1200.00","-87246.20","225","1"
"1583","S7276740","20/10/2025","","NEFT-UTIBN62025102092750887-GOOGLEINDIADIGITAL S","","900.00","-86346.20","225","1"
"1584","S7407127","20/10/2025","","NEFT-UTIBN62025102093652055-GOOGLEINDIADIGITAL S","","1200.00","-85146.20","225","1"
"1585","S7458201","20/10/2025","","NEFT-UTIBN62025102094051185-GOOGLEINDIADIGITAL S","","175.00","-84971.20","225","1"
"1586","S7531986","20/10/2025","","NEFT-UTIBN62025102094799739-GOOGLEINDIADIGITAL S","","50.00","-84921.20","225","1"
"1587","S7886533","21/10/2025","","NEFT-UTIBN62025102103797170-GOOGLEINDIADIGITAL S","","2000.00","-82921.20","226","1"
"1588","S7897096","21/10/2025","","NEFT-UTIBN62025102103896771-GOOGLEINDIADIGITAL S","","3700.00","-79221.20","226","1"
"1589","S7909391","21/10/2025","","NEFT-UTIBN62025102103956560-GOOGLEINDIADIGITAL S","","125.00","-79096.20","226","1"
"1590","S7925574","21/10/2025","","NEFT-UTIBN62025102104153723-GOOGLEINDIADIGITAL S","","6225.00","-72871.20","226","1"
"1591","S7955518","21/10/2025","","NEFT-UTIBN62025102104299939-GOOGLEINDIADIGITAL S","","65.00","-72806.20","226","1"
"1592","S8006618","21/10/2025","","NEFT-UTIBN62025102104664331-GOOGLEINDIADIGITAL S","","80.00","-72726.20","226","1"
"1593","S8022742","21/10/2025","","NEFT-UTIBN62025102104798077-GOOGLEINDIADIGITAL S","","1415.00","-71311.20","226","1"
"1594","S8039492","21/10/2025","","NEFT-UTIBN62025102104901098-GOOGLEINDIADIGITAL S","","800.00","-70511.20","227","1"
"1595","S8039548","21/10/2025","","NEFT-UTIBN62025102104904448-GOOGLEINDIADIGITAL S","","300.00","-70211.20","227","1"
"1596","S8039980","21/10/2025","","NEFT-UTIBN62025102104921890-GOOGLEINDIADIGITAL S","","220.00","-69991.20","227","1"
"1597","S8114011","21/10/2025","","MMT/IMPS/529415838607/paymenttowardsi/SMENTERPRI/Y","20000.00","","-89991.20","227","1"
"1598","S8115546","21/10/2025","","MMT/IMPS/529415844283/transfertoown/TIRUPATIAU/SBI","16000.00","","-105991.20","227","1"
"1599","S8151340","21/10/2025","","NEFT-UTIBN62025102105585735-GOOGLEINDIADIGITAL S","","9600.00","-96391.20","227","1"
"1600","S8182772","21/10/2025","","NEFT-UTIBN62025102105816647-GOOGLEINDIADIGITAL S","","1435.00","-94956.20","227","1"
"1601","S8513434","22/10/2025","","NEFT-UTIBN62025102213949578-GOOGLEINDIADIGITAL S","","1575.00","-93381.20","228","1"
"1602","S8572828","22/10/2025","","NEFT-UTIBN62025102214300061-GOOGLEINDIADIGITAL S","","375.00","-93006.20","228","1"
"1603","S8573991","22/10/2025","","NEFT-UTIBN62025102214374714-GOOGLEINDIADIGITAL S","","2725.00","-90281.20","228","1"
"1604","S8592841","22/10/2025","","NEFT-UTIBN62025102214555425-GOOGLEINDIADIGITAL S","","3300.00","-86981.20","228","1"
"1605","S8633038","22/10/2025","","NEFT-UTIBN62025102214903559-GOOGLEINDIADIGITAL S","","950.00","-86031.20","228","1"
"1606","S8685701","22/10/2025","","NEFT-UTIBN62025102215240474-GOOGLEINDIADIGITAL S","","520.00","-85511.20","228","1"
"1607","S8704325","22/10/2025","","INF/INFT/042060335231/paymenttowardsi/TYRESALES1","15378.00","","-100889.20","228","1"
"1608","S8718723","22/10/2025","","NEFT-UTIBN62025102215438844-GOOGLEINDIADIGITAL S","","2000.00","-98889.20","229","1"
"1609","S8772757","22/10/2025","","NEFT-UTIBN62025102215917980-GOOGLEINDIADIGITAL S","","475.00","-98414.20","229","1"
"1610","S8833569","22/10/2025","","NEFT-UTIBN62025102216410238-GOOGLEINDIADIGITAL S","","2800.00","-95614.20","229","1"
"1611","S8863048","22/10/2025","","MMT/IMPS/529520923721/ReqPay/tirupatiau/State Bank","","10000.00","-85614.20","229","1"
"1612","S9135281","23/10/2025","","NEFT-UTIBN62025102324271379-GOOGLEINDIADIGITAL S","","5270.00","-80344.20","229","1"
"1613","S9135204","23/10/2025","","NEFT-UTIBN62025102324278362-GOOGLEINDIADIGITAL S","","440.00","-79904.20","229","1"
"1614","S9189698","23/10/2025","","NEFT-UTIBN62025102324568934-GOOGLEINDIADIGITAL S","","370.00","-79534.20","229","1"
"1615","S9230526","23/10/2025","","NEFT-UTIBN62025102324731167-GOOGLEINDIADIGITAL S","","1175.00","-78359.20","230","1"
"1616","S9260552","23/10/2025","","NEFT-UTIBN62025102325052003-GOOGLEINDIADIGITAL S","","280.00","-78079.20","230","1"
"1617","S9261424","23/10/2025","","MMT/IMPS/529612785191/paymenttowardsi/RATNAENTER/H","9573.00","","-87652.20","230","1"
"1618","S9262820","23/10/2025","","MMT/IMPS/529612789863/paymenttowardsi/RATNAENTER/H","35060.00","","-122712.20","230","1"
"1619","S9263442","23/10/2025","","MMT/IMPS/529612790840/paymenttowardsi/RATNAENTER/H","3.00","","-122715.20","230","1"
"1620","S9313886","23/10/2025","","NEFT-UTIBN62025102325337428-GOOGLEINDIADIGITAL S","","230.00","-122485.20","230","1"
"1621","S9335816","23/10/2025","","NEFT-UTIBN62025102325484813-GOOGLEINDIADIGITAL S","","880.00","-121605.20","230","1"
"1622","S9333757","23/10/2025","","UPI/529644157425/none/maklubes@icici/ICICIBank LT","","300.00","-121305.20","231","1"
"1623","S9336543","23/10/2025","","UPI/529644158557/none/maklubes@icici/ICICIBank LT","","40.00","-121265.20","231","1"
"1624","S9396907","23/10/2025","","NEFT-UTIBN62025102325889329-GOOGLEINDIADIGITAL S","","270.00","-120995.20","231","1"
"1625","S9482860","23/10/2025","","NEFT-UTIBN62025102326441588-GOOGLEINDIADIGITAL S","","1700.00","-119295.20","231","1"
"1626","S9485368","23/10/2025","","MMT/IMPS/529617817648/ReqPay/tirupatiau/State Bank","","21000.00","-98295.20","231","1"
"1627","S9486238","23/10/2025","","MMT/IMPS/529617353096/paymenttowardsi/CHAMPARANT/H","28740.00","","-127035.20","231","1"
"1628","S9504361","23/10/2025","","NEFT-UTIBN62025102326598991-GOOGLEINDIADIGITAL S","","500.00","-126535.20","231","1"
"1629","S9504437","23/10/2025","","NEFT-UTIBN62025102326597333-GOOGLEINDIADIGITAL S","","500.00","-126035.20","232","1"
"1630","S9526312","23/10/2025","","NEFT-UTIBN62025102326733197-GOOGLEINDIADIGITAL S","","60.00","-125975.20","232","1"
"1631","S9597441","23/10/2025","","UPI/529625128394/PGWI013287302L/deut2001030000@/D","","20.00","-125955.20","232","1"
"1632","S9909202","24/10/2025","","NEFT-UTIBN62025102435172332-GOOGLEINDIADIGITAL S","","745.00","-125210.20","232","1"
"1633","S9949901","24/10/2025","","NEFT-UTIBN62025102435522143-GOOGLEINDIADIGITAL S","","120.00","-125090.20","232","1"
"1634","S9967680","24/10/2025","","NEFT-UTIBN62025102435597625-GOOGLEINDIADIGITAL S","","1150.00","-123940.20","232","1"
"1635","S128148","24/10/2025","","NEFT-UTIBN62025102436583161-GOOGLEINDIADIGITAL S","","90.00","-123850.20","232","1"
"1636","S128480","24/10/2025","","NEFT-UTIBN62025102436593597-GOOGLEINDIADIGITAL S","","2960.00","-120890.20","233","1"
"1637","S216174","24/10/2025","","NEFT-UTIBN62025102437038489-GOOGLEINDIADIGITAL S","","310.00","-120580.20","233","1"
"1638","S216968","24/10/2025","","NEFT-UTIBN62025102437050071-GOOGLEINDIADIGITAL S","","1500.00","-119080.20","233","1"
"1639","S239478","24/10/2025","","NEFT-UTIBN62025102437148667-GOOGLEINDIADIGITAL S","","250.00","-118830.20","233","1"
"1640","S277555","24/10/2025","","NEFT-UTIBN62025102437457442-GOOGLEINDIADIGITAL S","","20.00","-118810.20","233","1"
"1641","S305683","24/10/2025","","NEFT-UTIBN62025102437491650-GOOGLEINDIADIGITAL S","","1000.00","-117810.20","233","1"
"1642","S311042","24/10/2025","","NEFT-UTIBN62025102437540996-GOOGLEINDIADIGITAL S","","1850.00","-115960.20","233","1"
"1643","S313140","24/10/2025","","NEFT-UTIBN62025102437577425-GOOGLEINDIADIGITAL S","","415.00","-115545.20","234","1"
"1644","S332274","24/10/2025","","NEFT-UTIBN62025102437708697-GOOGLEINDIADIGITAL S","","1350.00","-114195.20","234","1"
"1645","S337250","24/10/2025","","NEFT-UTIBN62025102437804307-GOOGLEINDIADIGITAL S","","700.00","-113495.20","234","1"
"1646","S337446","24/10/2025","","NEFT-UTIBN62025102437808072-GOOGLEINDIADIGITAL S","","25.00","-113470.20","234","1"
"1647","S339358","24/10/2025","","NEFT-UTIBN62025102437843148-GOOGLEINDIADIGITAL S","","942.00","-112528.20","234","1"
"1648","S341289","24/10/2025","","MMT/IMPS/529717468649/paymenttowardsi/RATNAENTER/H","7626.00","","-120154.20","234","1"
"1649","S365793","24/10/2025","","NEFT-UTIBN62025102438006006-GOOGLEINDIADIGITAL S","","1825.00","-118329.20","234","1"
"1650","S384136","24/10/2025","","MMT/IMPS/529718909589/ReqPay/tirupatiau/State Bank","","12000.00","-106329.20","235","1"
"1651","S787407","25/10/2025","","NEFT-UTIBN62025102547217787-GOOGLEINDIADIGITAL S","","1700.00","-104629.20","235","1"
"1652","S830491","25/10/2025","","NEFT-UTIBN62025102547444156-GOOGLEINDIADIGITAL S","","260.00","-104369.20","235","1"
"1653","S831170","25/10/2025","","NEFT-UTIBN62025102547477540-GOOGLEINDIADIGITAL S","","1550.00","-102819.20","235","1"
"1654","S849536","25/10/2025","","NEFT-UTIBN62025102547574309-GOOGLEINDIADIGITAL S","","8140.00","-94679.20","235","1"
"1655","S935353","25/10/2025","","NEFT-UTIBN62025102547943247-GOOGLEINDIADIGITAL S","","25.00","-94654.20","235","1"
"1656","S1020091","25/10/2025","","NEFT-UTIBN62025102548583436-GOOGLEINDIADIGITAL S","","2000.00","-92654.20","235","1"
"1657","S1311259","26/10/2025","","NEFT-UTIBN62025102657159263-GOOGLEINDIADIGITAL S","","40.00","-92614.20","236","1"
"1658","S1347003","26/10/2025","","NEFT-UTIBN62025102657452703-GOOGLEINDIADIGITAL S","","205.00","-92409.20","236","1"
"1659","S1361321","26/10/2025","","MMT/IMPS/529912332988/paymenttowardsi/KRISHNAAUT/S","24700.00","","-117109.20","236","1"
"1660","S1372101","26/10/2025","","NEFT-UTIBN62025102657752560-GOOGLEINDIADIGITAL S","","2800.00","-114309.20","236","1"
"1661","S1447011","26/10/2025","","NEFT-UTIBN62025102658329074-GOOGLEINDIADIGITAL S","","195.00","-114114.20","236","1"
"1662","S1456401","26/10/2025","","NEFT-UTIBN62025102658358721-GOOGLEINDIADIGITAL S","","200.00","-113914.20","236","1"
"1663","S1850175","27/10/2025","","NEFT-UTIBN62025102766792538-GOOGLEINDIADIGITAL S","","1300.00","-112614.20","236","1"
"1664","S1850364","27/10/2025","","NEFT-UTIBN62025102766802412-GOOGLEINDIADIGITAL S","","260.00","-112354.20","237","1"
"1665","S1850543","27/10/2025","","NEFT-UTIBN62025102766810082-GOOGLEINDIADIGITAL S","","100.00","-112254.20","237","1"
"1666","S1859023","27/10/2025","","NEFT-UTIBN62025102766816522-GOOGLEINDIADIGITAL S","","1000.00","-111254.20","237","1"
"1667","S1939073","27/10/2025","","NEFT-UTIBN62025102767257523-GOOGLEINDIADIGITAL S","","1400.00","-109854.20","237","1"
"1668","S1940138","27/10/2025","","NEFT-UTIBN62025102767291055-GOOGLEINDIADIGITAL S","","800.00","-109054.20","237","1"
"1669","S2014828","27/10/2025","","NEFT-UTIBN62025102767657739-GOOGLEINDIADIGITAL S","","2900.00","-106154.20","237","1"
"1670","S2016508","27/10/2025","","NEFT-UTIBN62025102767689558-GOOGLEINDIADIGITAL S","","220.00","-105934.20","237","1"
"1671","S2818869","28/10/2025","","NEFT-UTIBN62025102878519032-GOOGLEINDIADIGITAL S","","1065.00","-104869.20","238","1"
"1672","S2834980","28/10/2025","","NEFT-UTIBN62025102878569217-GOOGLEINDIADIGITAL S","","800.00","-104069.20","238","1"
"1673","S2894582","28/10/2025","","NEFT-UTIBN62025102878862176-GOOGLEINDIADIGITAL S","","620.00","-103449.20","238","1"
"1674","S2894594","28/10/2025","","NEFT-UTIBN62025102878867362-GOOGLEINDIADIGITAL S","","20.00","-103429.20","238","1"
"1675","S2951924","28/10/2025","","NEFT-UTIBN62025102879193901-GOOGLEINDIADIGITAL S","","1865.00","-101564.20","238","1"
"1676","S2982159","28/10/2025","","NEFT-UTIBN62025102879296578-GOOGLEINDIADIGITAL S","","6300.00","-95264.20","238","1"
"1677","S3010245","28/10/2025","","NEFT-UTIBN62025102879491559-GOOGLEINDIADIGITAL S","","300.00","-94964.20","238","1"
"1678","S3652572","29/10/2025","","NEFT-UTIBN62025102989379207-GOOGLEINDIADIGITAL S","","265.00","-94699.20","239","1"
"1679","S3674295","29/10/2025","","NEFT-UTIBN62025102989516336-GOOGLEINDIADIGITAL S","","200.00","-94499.20","239","1"
"1680","S3724463","29/10/2025","","NEFT-UTIBN62025102989679858-GOOGLEINDIADIGITAL S","","1400.00","-93099.20","239","1"
"1681","S3926074","29/10/2025","","NEFT-UTIBN62025102991005669-GOOGLEINDIADIGITAL S","","25.00","-93074.20","239","1"
"1682","S3948875","29/10/2025","","NEFT-UTIBN62025102991110115-GOOGLEINDIADIGITAL S","","1500.00","-91574.20","239","1"
"1683","S4020282","29/10/2025","","NEFT-UTIBN62025102991437784-GOOGLEINDIADIGITAL S","","305.00","-91269.20","239","1"
"1684","S4039888","29/10/2025","","NEFT-UTIBN62025102991556135-GOOGLEINDIADIGITAL S","","4500.00","-86769.20","239","1"
"1685","S4043412","29/10/2025","","NEFT-UTIBN62025102991621238-GOOGLEINDIADIGITAL S","","9.00","-86760.20","240","1"
"1686","S4553030","30/10/2025","","NEFT-UTIBN62025103001058950-GOOGLEINDIADIGITAL S","","2100.00","-84660.20","240","1"
"1687","S4621809","30/10/2025","","NEFT-UTIBN62025103001520000-GOOGLEINDIADIGITAL S","","4450.00","-80210.20","240","1"
"1688","S4622646","30/10/2025","","INF/INFT/042120574541/paymenttowardsi/TYRECENTRE2","17166.00","","-97376.20","240","1"
"1689","S4624417","30/10/2025","","MMT/IMPS/530312761579/ReqPay/tirupatiau/State Bank","","15000.00","-82376.20","240","1"
"1690","S4627228","30/10/2025","","MMT/IMPS/530312797906/paymenttowardsi/VKENTERPRI/H","42277.00","","-124653.20","240","1"
"1691","S4836783","30/10/2025","","NEFT-UTIBN62025103002592002-GOOGLEINDIADIGITAL S","","525.00","-124128.20","240","1"
"1692","S4878355","30/10/2025","","MMT/IMPS/530316921387/ReqPay/tirupatiau/State Bank","","27000.00","-97128.20","240","1"
"1693","S4886994","30/10/2025","","MMT/IMPS/530316376888/paymenttowardsi/MARCPATNA/UT","18010.00","","-115138.20","241","1"
"1694","S4933616","30/10/2025","","NEFT-UTIBN62025103003038572-GOOGLEINDIADIGITAL S","","1000.00","-114138.20","241","1"
"1695","S5509263","31/10/2025","","NEFT-UTIBN62025103112200936-GOOGLEINDIADIGITAL S","","260.00","-113878.20","241","1"
"1696","S5551570","31/10/2025","","NEFT-UTIBN62025103112296830-GOOGLEINDIADIGITAL S","","1980.00","-111898.20","241","1"
"1697","S6077904","31/10/2025","","NEFT-UTIBN62025103114492936-GOOGLEINDIADIGITAL S","","1550.00","-110348.20","241","1"
"1698","S6097410","31/10/2025","","NEFT-UTIBN62025103114576925-GOOGLEINDIADIGITAL S","","10000.00","-100348.20","241","1"
"1699","S6135241","31/10/2025","","MMT/IMPS/530416605096/paymenttowardsi/CHAMPARANT/H","10437.00","","-110785.20","241","1"
"1700","S6235281","31/10/2025","","MMT/IMPS/530417698473/ReqPay/tirupatiau/State Bank","","99000.00","-11785.20","242","1"
"1701","S6328102","31/10/2025","","NEFT-UTIBN62025103115350696-GOOGLEINDIADIGITAL S","","375.00","-11410.20","242","1"
"1702","S6814242","01/11/2025","","NEFT-UTIBN62025110125127724-GOOGLEINDIADIGITAL S","","500.00","-10910.20","242","1"
"1703","S6961908","01/11/2025","","NEFT-UTIBN62025110125527775-GOOGLEINDIADIGITAL S","","1450.00","-9460.20","242","1"
"1704","S6984639","01/11/2025","","MMT/IMPS/530511148756/paymenttowardsi/valvoline/HD","11500.00","","-20960.20","242","1"
"1705","S6988026","01/11/2025","","INF/INFT/042148666791/paymenttowardsi/TYRESALES1","35639.00","","-56599.20","242","1"
"1706","S6995164","01/11/2025","","MMT/IMPS/530511698689/ReqPay/tirupatiau/State Bank","","20000.00","-36599.20","242","1"
"1707","S7053042","01/11/2025","","MMT/IMPS/530512314591/paymenttowardsi/HARIENTERP/B","9200.00","","-45799.20","242","1"
"1708","S7053915","01/11/2025","","MMT/IMPS/530512315442/paymenttowardsi/HARIENTERP/B","31819.00","","-77618.20","243","1"
"1709","S7054819","01/11/2025","","MMT/IMPS/530512319048/paymenttowardsi/HARIENTERP/B","1326.00","","-78944.20","243","1"
"1710","S7056070","01/11/2025","","MMT/IMPS/530512318652/paymenttowardsi/HARIENTERP/B","20436.00","","-99380.20","243","1"
"1711","S7057175","01/11/2025","","MMT/IMPS/530512321338/paymenttowardsi/HARIENTERP/B","9929.00","","-109309.20","243","1"
"1712","S7100483","01/11/2025","","NEFT-UTIBN62025110126290915-GOOGLEINDIADIGITAL S","","2000.00","-107309.20","243","1"
"1713","S7228515","01/11/2025","","NEFT-UTIBN62025110126801812-GOOGLEINDIADIGITAL S","","2000.00","-105309.20","243","1"
"1714","S7228522","01/11/2025","","NEFT-UTIBN62025110126801371-GOOGLEINDIADIGITAL S","","1500.00","-103809.20","243","1"
"1715","S7283838","01/11/2025","","NEFT-UTIBN62025110127007172-GOOGLEINDIADIGITAL S","","1500.00","-102309.20","243","1"
"1716","S7319044","01/11/2025","","NEFT-UTIBN62025110127239018-GOOGLEINDIADIGITAL S","","100.00","-102209.20","244","1"
"1717","S7349656","01/11/2025","","NEFT-UTIBN62025110127399728-GOOGLEINDIADIGITAL S","","60.00","-102149.20","244","1"
"1718","S7350308","01/11/2025","","NEFT-UTIBN62025110127406503-GOOGLEINDIADIGITAL S","","540.00","-101609.20","244","1"
"1719","S7904508","02/11/2025","","NEFT-UTIBN62025110236442124-GOOGLEINDIADIGITAL S","","75.00","-101534.20","244","1"
"1720","S7951911","02/11/2025","","NEFT-UTIBN62025110236665867-GOOGLEINDIADIGITAL S","","125.00","-101409.20","244","1"
"1721","S7953333","02/11/2025","","NEFT-UTIBN62025110236726802-GOOGLEINDIADIGITAL S","","350.00","-101059.20","244","1"
"1722","S7987222","02/11/2025","","NEFT-UTIBN62025110236912545-GOOGLEINDIADIGITAL S","","750.00","-100309.20","244","1"
"1723","S8006284","02/11/2025","","NEFT-UTIBN62025110237038863-GOOGLEINDIADIGITAL S","","240.00","-100069.20","245","1"
"1724","S8079614","02/11/2025","","NEFT-UTIBN62025110237497134-GOOGLEINDIADIGITAL S","","1500.00","-98569.20","245","1"
"1725","S8091973","02/11/2025","","NEFT-UTIBN62025110237528300-GOOGLEINDIADIGITAL S","","1230.00","-97339.20","245","1"
"1726","S8092180","02/11/2025","","NEFT-UTIBN62025110237539834-GOOGLEINDIADIGITAL S","","210.00","-97129.20","245","1"
"1727","S8092226","02/11/2025","","NEFT-UTIBN62025110237549044-GOOGLEINDIADIGITAL S","","100.00","-97029.20","245","1"
"1728","S8104224","02/11/2025","","NEFT-UTIBN62025110237607003-GOOGLEINDIADIGITAL S","","15.00","-97014.20","245","1"
"1729","S8117067","02/11/2025","","NEFT-UTIBN62025110237730524-GOOGLEINDIADIGITAL S","","1900.00","-95114.20","245","1"
"1730","S8129163","02/11/2025","","NEFT-UTIBN62025110237804681-GOOGLEINDIADIGITAL S","","3000.00","-92114.20","246","1"
"1731","S8130249","02/11/2025","","NEFT-UTIBN62025110237864955-GOOGLEINDIADIGITAL S","","1550.00","-90564.20","246","1"
"1732","S8372735","03/11/2025","","133705004214:Int.Coll:03-10-2025to 02-11-2025","1080.00","","-91644.20","246","1"
"1733","S8815122","03/11/2025","","NEFT-UTIBN62025110346903317-GOOGLEINDIADIGITAL S","","670.00","-90974.20","246","1"
"1734","S8865551","03/11/2025","","NEFT-UTIBN62025110346984186-GOOGLEINDIADIGITAL S","","1100.00","-89874.20","246","1"
"1735","S8891002","03/11/2025","","NEFT-UTIBN62025110347133956-GOOGLEINDIADIGITAL S","","300.00","-89574.20","246","1"
"1736","S8897765","03/11/2025","","MMT/IMPS/530712336251/paymenttowardsi/CHAMPARANT/H","10000.00","","-99574.20","246","1"
"1737","S8954988","03/11/2025","","NEFT-UTIBN62025110347518950-GOOGLEINDIADIGITAL S","","3000.00","-96574.20","247","1"
"1738","S8957180","03/11/2025","","NEFT-UTIBN62025110347556799-GOOGLEINDIADIGITAL S","","364.00","-96210.20","247","1"
"1739","S8981707","03/11/2025","","NEFT-UTIBN62025110347750064-GOOGLEINDIADIGITAL S","","100.00","-96110.20","247","1"
"1740","S8990766","03/11/2025","","UPI/530725088244/PGWI013336793L/deut2001030000@/D","","40.00","-96070.20","247","1"
"1741","S9040862","03/11/2025","","NEFT-UTIBN62025110348159571-GOOGLEINDIADIGITAL S","","110.00","-95960.20","247","1"
"1742","S9079209","03/11/2025","","MMT/IMPS/530715812563/ReqPay/tirupatiau/State Bank","","35786.00","-60174.20","247","1"
"1743","S9102527","03/11/2025","","NEFT-UTIBN62025110348576517-GOOGLEINDIADIGITAL S","","210.00","-59964.20","247","1"
"1744","S9192214","03/11/2025","","NEFT-UTIBN62025110348936619-GOOGLEINDIADIGITAL S","","50.00","-59914.20","248","1"
"1745","S9265683","03/11/2025","","NEFT-UTIBN62025110349444756-GOOGLEINDIADIGITAL S","","2000.00","-57914.20","248","1"
"1746","S9893416","04/11/2025","","NEFT-UTIBN62025110458888148-GOOGLEINDIADIGITAL S","","200.00","-57714.20","248","1"
"1747","S9893979","04/11/2025","","NEFT-UTIBN62025110458890920-GOOGLEINDIADIGITAL S","","30.00","-57684.20","248","1"
"1748","S9895876","04/11/2025","","NEFT-UTIBN62025110458918890-GOOGLEINDIADIGITAL S","","20.00","-57664.20","248","1"
"1749","S201941","04/11/2025","","NEFT-UTIBN62025110460566506-GOOGLEINDIADIGITAL S","","1700.00","-55964.20","248","1"
"1750","S274270","04/11/2025","","NEFT-UTIBN62025110460917306-GOOGLEINDIADIGITAL S","","8160.00","-47804.20","248","1"
"1751","S277129","04/11/2025","","NEFT-UTIBN62025110460955829-GOOGLEINDIADIGITAL S","","715.00","-47089.20","249","1"
"1752","S281093","04/11/2025","","NEFT-UTIBN62025110460990376-GOOGLEINDIADIGITAL S","","10.00","-47079.20","249","1"
"1753","S359666","04/11/2025","","NEFT-UTIBN62025110461369405-GOOGLEINDIADIGITAL S","","100.00","-46979.20","249","1"
"1754","S368917","04/11/2025","","NEFT-UTIBN62025110461449858-GOOGLEINDIADIGITAL S","","125.00","-46854.20","249","1"
"1755","S426419","04/11/2025","","NEFT-UTIBN62025110461747743-GOOGLEINDIADIGITAL S","","1700.00","-45154.20","249","1"
"1756","S827476","05/11/2025","","BIL/PersonalLoanXX05537EMI Tiru","11019.00","","-56173.20","249","1"
"1757","S1107348","05/11/2025","","NEFT-UTIBN62025110570654992-GOOGLEINDIADIGITAL S","","1245.00","-54928.20","249","1"
"1758","S1320713","05/11/2025","","NEFT-UTIBN62025110571219886-GOOGLEINDIADIGITAL S","","240.00","-54688.20","250","1"
