"Sr No","Tran ID","Value Date","Transaction Date","Transaction Posted Date","Cheque no/ Ref No","Transaction Remarks","Withdrawl(Dr)","Deposit(Cr)","Balance","Page Number","Minus"
"477","S7445 9250","11/Nov/2025","11/11/2025","11/11/2025 12:23:32 PM","","LVCHEXX48390- BOUNCECHGSSEP2 5","59.00","","6,754.34","17","1"
"478","S7448 0915","11/Nov/2025","11/11/2025","11/11/2025 12:26:17 PM","","LVCHEXX48393- BOUNCECHGSSEP2 5","59.00","","6,695.34","17","1"
"479","S7451 0064","11/Nov/2025","11/11/2025","11/11/2025 12:29:41 PM","","LVCHEXX48397- BOUNCECHGSSEP2 5","59.00","","6,636.34","17","1"
"480","S7453 2514","11/Nov/2025","11/11/2025","11/11/2025 12:32:05 PM","","LVCHEXX48400- BOUNCECHGSSEP2 5","59.00","","6,577.34","17","1"
"481","S7456 2329","11/Nov/2025","11/11/2025","11/11/2025 12:34:15 PM","","LVCHEXX48403- BOUNCECHGSSEP2 5","59.00","","6,518.34","17","1"
"482","S7460 0138","11/Nov/2025","11/11/2025","11/11/2025 12:36:59 PM","","LVCHEXX48351- BOUNCECHGSSEP2 5","59.00","","6,459.34","17","1"
"483","S7463 0044","11/Nov/2025","11/11/2025","11/11/2025 12:40:09 PM","","LVCHEXX48352- BOUNCECHGSSEP2 5","59.00","","6,400.34","17","1"
"484","S7465 0824","11/Nov/2025","11/11/2025","11/11/2025 12:42:28 PM","","LVCHEXX48354- BOUNCECHGSSEP2 5","59.00","","6,341.34","17","1"
"485","S7467 1538","11/Nov/2025","11/11/2025","11/11/2025 12:45:11 PM","","LVCHEXX53132- BOUNCECHGSAUG2 5","59.00","","6,282.34","17","1"
"486","S7468 7446","11/Nov/2025","11/11/2025","11/11/2025 12:47:10 PM","","LVCHEXX53133- BOUNCECHGSAUG2 5","59.00","","6,223.34","17","1"
"487","S7470 6527","11/Nov/2025","11/11/2025","11/11/2025 12:49:45 PM","","LVCHEXX53134- BOUNCECHGSAUG2 5","59.00","","6,164.34","17","1"
"488","S7473 1489","11/Nov/2025","11/11/2025","11/11/2025 12:52:17 PM","","LVCHEXX65176- BOUNCECHGSAUG2 5","59.00","","6,105.34","17","1"
"489","S7475 8791","11/Nov/2025","11/11/2025","11/11/2025 12:55:05 PM","","LVCHEXX65178- BOUNCECHGSAUG2 5","59.00","","6,046.34","17","1"
"490","S7478 0522","11/Nov/2025","11/11/2025","11/11/2025 12:57:11 PM","","LVCHEXX53130- BOUNCECHGSAUG2 5","59.00","","5,987.34","17","1"
"491","S7480 6195","11/Nov/2025","11/11/2025","11/11/2025 12:59:34 PM","","LVCHEXX53129- BOUNCECHGSAUG2 5","59.00","","5,928.34","17","1"
"492","S7569 6149","11/Nov/2025","11/11/2025","11/11/2025 02:25:14 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865216_125315 0811185","146.00","","5,782.34","17","1"
"493","S7569 5722","11/Nov/2025","11/11/2025","11/11/2025 02:25:15 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865213_125315 0811182","168.00","","5,614.34","17","1"
"494","S7569 6160","11/Nov/2025","11/11/2025","11/11/2025 02:25:15 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865209_125315 0811180","168.00","","5,446.34","17","1"
"495","S7569 6853","11/Nov/2025","11/11/2025","11/11/2025 02:25:16 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865167_125315 0811175","394.00","","5,052.34","17","1"
"496","S7569 7252","11/Nov/2025","11/11/2025","11/11/2025 02:25:16 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865215_125315 0811184","168.00","","4,884.34","17","1"
"497","S7569 7270","11/Nov/2025","11/11/2025","11/11/2025 02:25:16 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865170_125315 0811178","394.00","","4,490.34","17","1"
"498","S7569 6233","11/Nov/2025","11/11/2025","11/11/2025 02:25:17 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865212_125315 0811181","168.00","","4,322.34","17","1"
"499","S7569 6660","11/Nov/2025","11/11/2025","11/11/2025 02:25:17 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865171_125315 0811179","394.00","","3,928.34","18","1"
"500","S7569 6912","11/Nov/2025","11/11/2025","11/11/2025 02:25:17 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865169_125315 0811177","394.00","","3,534.34","18","1"
"501","S7569 6946","11/Nov/2025","11/11/2025","11/11/2025 02:25:17 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865214_125315 0811183","168.00","","3,366.34","18","1"
"502","S7569 6975","11/Nov/2025","11/11/2025","11/11/2025 02:25:18 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865251_125315 0811188","688.00","","2,678.34","18","1"
"503","S7569 7340","11/Nov/2025","11/11/2025","11/11/2025 02:25:18 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865168_125315 0811176","394.00","","2,284.34","18","1"
"504","S7569 7782","11/Nov/2025","11/11/2025","11/11/2025 02:25:18 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865249_125315 0811186","688.00","","1,596.34","18","1"
"505","S7569 6720","11/Nov/2025","11/11/2025","11/11/2025 02:25:19 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865250_125315 0811187","688.00","","908.34","18","1"
"506","S1316 8174","06/Dec/2025","06/12/2025","06/12/2025 06:34:21 PM","","NEFT- AXISP00748731247 -VIJAY TRANSCAB INDIA P LTD- 0039150- 912020023300770- UTIB0001182","","22,25,000 .00","22,25,908 .34","18","1"
"507","S1324 2238","06/Dec/2025","06/12/2025","06/12/2025 06:39:16 PM","","GIB/002055038784/ GST /25123300041101","22,24,763 .00","","1,145.34","18","1"
"508","S3166 4858","08/Dec/2025","08/12/2025","08/12/2025 08:45:18 PM","","VEHICLE LN_INT OVERDUE_XX65176","302.00","","843.34","18","1"
"509","S3166 4858","08/Dec/2025","08/12/2025","08/12/2025 08:45:18 PM","","VEHICLE LN_INT OVERDUE_XX65177","302.00","","541.34","18","1"
"510","S3166 4858","08/Dec/2025","08/12/2025","08/12/2025 08:45:19 PM","","VEHICLE LN_INT OVERDUE_XX53129","248.00","","293.34","18","1"
"511","S3166 4858","08/Dec/2025","08/12/2025","08/12/2025 08:45:19 PM","","VEHICLE LN_INT OVERDUE_XX53130","248.00","","45.34","18","1"
"512","S6029 7358","11/Dec/2025","11/12/2025","11/12/2025 11:30:31 AM","","ECSRTN1_08122500 00000016681010","45.32","","0.02","18","1"
"513","S7212 560","30/Jan/2026","30/01/2026","30/01/2026 04:14:53 PM","","NEFT- AXISP00764084087 -RAJA MANAGEMENT SERVICES PRIVATE LI-159273- 921020034270853- UTIB0001182","","23,40,000 .00","23,40,000 .02","18","1"
"514","S7212 129","30/Jan/2026","30/01/2026","30/01/2026 04:14:54 PM","","ECSRTN1_08122500 00000016681010","544.66","","23,39,455 .36","18","1"
"515","S7212 162","30/Jan/2026","30/01/2026","30/01/2026 04:14:54 PM","","ECSRTN2_08122500 00000016681010","590.00","","23,38,865 .36","18","1"
"516","S7212 242","30/Jan/2026","30/01/2026","30/01/2026 04:14:55 PM","","ECSRTN3_08122500 00000016681010","590.00","","23,38,275 .36","18","1"
"517","S7212 287","30/Jan/2026","30/01/2026","30/01/2026 04:14:55 PM","","ECSRTN1_08012600 00000016681010","590.00","","23,37,685 .36","18","1"
"518","S7212 340","30/Jan/2026","30/01/2026","30/01/2026 04:14:56 PM","","ECSRTN2_08012600 00000016681010","590.00","","23,37,095 .36","18","1"
"519","S7212 415","30/Jan/2026","30/01/2026","30/01/2026 04:14:57 PM","","ECSRTN3_08012600 00000016681010","590.00","","23,36,505 .36","18","1"
"520","S7378 197","30/Jan/2026","30/01/2026","30/01/2026 04:27:56 PM","","MMT/IMPS/6030323 47972/IMPS/VIJAYA KUMA/Axis Bank","","5,000.00","23,41,505 .36","18","1"
"521","S7390 291","30/Jan/2026","30/01/2026","30/01/2026 04:28:49 PM","","GIB/002058347074/ GST /26013300814566","23,39,804 .00","","1,701.36","18","1"
"522","S7665 6600","05/Feb/2026","05/02/2026","05/02/2026 03:24:40 PM","","MMT/IMPS/6036551 89308/IMPS/VIJAYA KUMA/Axis Bank","","5,000.00","6,701.36","18","1"
"523","S7670 1038","05/Feb/2026","05/02/2026","05/02/2026 03:29:39 PM","","BIL/ONL/001157377 324/ELECTRONIC","5,000.00","","1,701.36","18","1"
"524","S1265 2323","09/Feb/2026","09/02/2026","09/02/2026 11:49:49 AM","","ECSRTN1_08022600 00000016681010","590.00","","1,111.36","18","1"
"525","S1328 1002","09/Feb/2026","09/02/2026","09/02/2026 12:42:27 PM","","ECSRTN2_08022600 00000016681010","590.00","","521.36","19","1"
"526","S1333 7232","09/Feb/2026","09/02/2026","09/02/2026 12:47:09 PM","","ECSRTN3_08022600 00000016681010","521.35","","0.01","19","1"
"527","S2733 157","10/Mar/2026","10/03/2026","10/03/2026 01:02:42 PM","","NEFT- AXISP00777119789 -VIJAY TRANSCAB INDIA P LTD- 004314- 912020023300770- UTIB0001182","","10,000.00","10,000.01","19","1"
"528","S2733 731","10/Mar/2026","10/03/2026","10/03/2026 01:02:42 PM","","ECSRTN3_08022600 00000016681010","68.63","","9,931.38","19","1"
"529","S5092 958","10/Mar/2026","10/03/2026","10/03/2026 04:15:12 PM","","ECSRTN1_08032600 00000016681010","590.00","","9,341.38","19","1"
"530","S5554 706","10/Mar/2026","10/03/2026","10/03/2026 04:51:37 PM","","ECSRTN2_08032600 00000016681010","590.00","","8,751.38","19","1"
"531","S5595 450","10/Mar/2026","10/03/2026","10/03/2026 04:53:54 PM","","ECSRTN3_08032600 00000016681010","590.00","","8,161.38","19","1"
"532","S1512 8856","11/Mar/2026","11/03/2026","11/03/2026 03:11:26 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865209_126070 0771067","786.00","","7,375.38","19","1"
"533","S1512 8862","11/Mar/2026","11/03/2026","11/03/2026 03:11:26 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865213_126070 0771069","786.00","","6,589.38","19","1"
"534","S1512 8340","11/Mar/2026","11/03/2026","11/03/2026 03:11:27 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865215_126070 0771071","786.00","","5,803.38","19","1"
"535","S1512 8887","11/Mar/2026","11/03/2026","11/03/2026 03:11:27 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865247_126070 0771073","1,230.00","","4,573.38","19","1"
"536","S1512 9386","11/Mar/2026","11/03/2026","11/03/2026 03:11:27 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865167_126070 0771062","1,338.00","","3,235.38","19","1"
"537","S1512 8075","11/Mar/2026","11/03/2026","11/03/2026 03:11:28 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865216_126070 0771072","798.00","","2,437.38","19","1"
"538","S1512 9398","11/Mar/2026","11/03/2026","11/03/2026 03:11:28 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865169_126070 0771064","1,338.00","","1,099.38","19","1"
"539","S1512 9408","11/Mar/2026","11/03/2026","11/03/2026 03:11:28 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/0CVL000 501865212_126070 0771068","973.00","","126.38","19","1"
