"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"22/10/2024","22/10/2024","","26399","-136142090.51","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24296482515 /RAMMANI SAHU/ Txn Amt. 26393.39 Charges. 5.61","155","1"
"22/10/2024","22/10/2024","","14432","-136156522.51","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24296482548 /AHIWARAN SAH/ Txn Amt. 14426.39 Charges. 5.61","155","1"
"22/10/2024","22/10/2024","","14350","-136170872.51","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24296482628 /SURYLAL SAHU/ Txn Amt. 14344.39 Charges. 5.61","155","1"
"22/10/2024","22/10/2024","448640.02","","-135722232.49","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520241022545 50434/ULTRATEC/","155","1"
"22/10/2024","22/10/2024","1198976","","-134523256.49","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024102257114 913/24240598/","155","1"
"22/10/2024","22/10/2024","","600000","-135123256.49","WITHDRAWAL TRANSFER 51049 GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","155","1"
"22/10/2024","22/10/2024","","800058.41","-135923314.9","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52024102241739 578/LAKSHMI /ONLINE B Txn Amt. 800000.00 Charges. 58.41","156","1"
"22/10/2024","22/10/2024","","300028.91","-136223343.81","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52024102241739 606/Kalra En/ONLINE B Txn Amt. 300000.00 Charges. 28.91","156","1"
"22/10/2024","22/10/2024","","10000.66","-136233344.47","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24296105582 /MAHAVEER SIN/ Txn Amt. 9998.00 Charges. 2.66","156","1"
"22/10/2024","22/10/2024","","8900.66","-136242245.13","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24296105499 /RAMBALI / Txn Amt. 8898.00 Charges. 2.66","156","1"
"22/10/2024","22/10/2024","","23503.61","-136265748.74","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24296105623 /VIPUL YADAV / Txn Amt. 23498.00 Charges. 5.61","156","1"
"22/10/2024","22/10/2024","","29999.61","-136295748.35","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24296105624 /SURENDRA YA/ Txn Amt. 29994.00 Charges. 5.61","156","1"
"22/10/2024","22/10/2024","","1002.66","-136296751.01","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24296105606 /AKHILESH KUM/ Txn Amt. 1000.00 Charges. 2.66","156","1"
"22/10/2024","22/10/2024","","5950.66","-136302701.67","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24296105610 /RAJESH SINGH/ Txn Amt. 5948.00 Charges. 2.66","156","1"
"22/10/2024","22/10/2024","","41099.61","-136343801.28","WITHDRAWAL TRANSFER NEFT/UCBA/IDIBH24296105646 /AFSAR KHAN / Txn Amt. 41094.00 Charges. 5.61","156","1"
"22/10/2024","22/10/2024","","25199.61","-136369000.89","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24296105611 /SHRIBHAN GUP/ Txn Amt. 25194.00 Charges. 5.61","156","1"
"22/10/2024","22/10/2024","","31999.61","-136401000.5","WITHDRAWAL TRANSFER NEFT/PSIB/IDIBH24296105632 /ARUNA AGRAWA/ Txn Amt. 31994.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","15499.61","-136416500.11","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24296105649 /MAHENDRA KUM/ Txn Amt. 15494.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","18999.61","-136435499.72","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24296105614 /MADAN SINGH / Txn Amt. 18994.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","24999.61","-136460499.33","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24296105651 /RAJU KUSHWAH/ Txn Amt. 24994.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","19999.61","-136480498.94","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24296105634 /JAFAR KHAN / Txn Amt. 19994.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","24999.61","-136505498.55","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24296105680 /EZAD BAX / Txn Amt. 24994.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","10000.66","-136515499.21","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24296105681 /GOVIND SINGH/ Txn Amt. 9998.00 Charges. 2.66","157","1"
"22/10/2024","22/10/2024","","12999.61","-136528498.82","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24296105700 /TARACHAND VI/ Txn Amt. 12994.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","11999.61","-136540498.43","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24296105701 /RAMLAKHAN SI/ Txn Amt. 11994.00 Charges. 5.61","157","1"
"22/10/2024","22/10/2024","","28994","-136569492.43","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P002 / MAA SARDA ROAD LINES","157","1"
"22/10/2024","22/10/2024","","14994","-136584486.43","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / GAUREE","157","1"
"23/10/2024","23/10/2024","","300028.91","-136884515.34","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520241023417428 85/ECT POOL/. Txn Amt. 300000.00 Charges. 28.91","158","1"
"23/10/2024","23/10/2024","1148142.68","","-135736372.66","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/AXISCN0787703170 /J K CEMENT L/","158","1"
"23/10/2024","23/10/2024","15994.39","","-135720378.27","CREDIT TXN NEFT OWRN IDIBH24296468974 INCORRECT AC","158","1"
"23/10/2024","23/10/2024","","1450029.21","-137170407.48","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24297217792 /INDIAN OIL C/ Txn Amt. 1450000.00 Charges. 29.21","158","1"
"23/10/2024","23/10/2024","","5896.66","-137176304.14","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24297217823 /VAISHNO ENTE/ Txn Amt. 5894.00 Charges. 2.66","158","1"
"23/10/2024","23/10/2024","","300029.21","-137476333.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24297217825 /HPCL Drive T/ Txn Amt. 300000.00 Charges. 29.21","158","1"
"23/10/2024","23/10/2024","","15000","-137491333.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24297228874 /BHISHAM MADA/ Txn Amt. 14994.39 Charges. 5.61","158","1"
"23/10/2024","23/10/2024","","40000","-137531333.35","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24297228875 /PRADEEP MISH/ Txn Amt. 39994.39 Charges. 5.61","158","1"
"23/10/2024","23/10/2024","","12920","-137544253.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24297228799 /ISMAT S KHAN/ Txn Amt. 12914.39 Charges. 5.61","158","1"
"23/10/2024","23/10/2024","","7940","-137552193.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24297228878 /SHYAM LAL / Txn Amt. 7937.34 Charges. 2.66","158","1"
"23/10/2024","23/10/2024","","6700","-137558893.35","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24297228879 /ANKIT JAT / Txn Amt. 6697.34 Charges. 2.66","158","1"
"23/10/2024","23/10/2024","","20000","-137578893.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24297228900 /MUSKAN FRUIT/ Txn Amt. 19994.39 Charges. 5.61","159","1"
"23/10/2024","23/10/2024","158737.24","","-137420156.11","NO BOOK DEPOSIT TRANSFER NEFT/HDFC/N297243348556305 /ULTRATECH CE/","159","1"
"23/10/2024","23/10/2024","","23523","-137443679.11","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24297229968 /SHRI BHAN GU/ Txn Amt. 23517.39 Charges. 5.61","159","1"
"23/10/2024","23/10/2024","","26944","-137470623.11","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24297230085 /SANTOSH KUMA/ Txn Amt. 26938.39 Charges. 5.61","159","1"
"23/10/2024","23/10/2024","","29445","-137500068.11","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24297230087 /KANHIYA LAL / Txn Amt. 29439.39 Charges. 5.61","159","1"
"23/10/2024","23/10/2024","","18572","-137518640.11","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24297229969 /RAMMANI SAHU/ Txn Amt. 18566.39 Charges. 5.61","159","1"
"23/10/2024","23/10/2024","","19071","-137537711.11","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24297230150 /AYODHA PRASA/ Txn Amt. 19065.39 Charges. 5.61","159","1"
"23/10/2024","23/10/2024","","15000","-137552711.11","WITHDRAWAL TRANSFER / FREIGHT AMANGANJ-P001 / GAUREE","159","1"
"23/10/2024","23/10/2024","","5100","-137557811.11","WITHDRAWAL TRANSFER / FREIGHT AMANGANJ-P004 / HARI MANGAL SINGH","159","1"
"23/10/2024","23/10/2024","","10740","-137568551.11","WITHDRAWAL TRANSFER / FREIGHT AMANGANJ-P003 / RAKESH","159","1"
"23/10/2024","23/10/2024","","12000","-137580551.11","WITHDRAWAL TRANSFER / FREIGHT AMANGANJ-P002 / HARI MANGAL SINGH","159","1"
"23/10/2024","23/10/2024","","11005.61","-137591556.72","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24297248450 /JAKIR HUSSAI/ Txn Amt. 11000.00 Charges. 5.61","159","1"
"23/10/2024","23/10/2024","","9320.66","-137600877.38","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24297249408 /HEERALAL JAI/ Txn Amt. 9318.00 Charges. 2.66","160","1"
"23/10/2024","23/10/2024","","8600.66","-137609478.04","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24297249366 /MAHAVEER SIN/ Txn Amt. 8598.00 Charges. 2.66","160","1"
"23/10/2024","23/10/2024","","26999.61","-137636477.65","WITHDRAWAL TRANSFER NEFT/UCBA/IDIBH24297249443 /AFSAR KHAN / Txn Amt. 26994.00 Charges. 5.61","160","1"
"23/10/2024","23/10/2024","","22999.61","-137659477.26","WITHDRAWAL TRANSFER NEFT/INDB/IDIBH24297249445 /SHIV VIR SIN/ Txn Amt. 22994.00 Charges. 5.61","160","1"
"23/10/2024","23/10/2024","","3450.66","-137662927.92","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24297249447 /MUNNI DEVI G/ Txn Amt. 3448.00 Charges. 2.66","160","1"
"23/10/2024","23/10/2024","","23314","-137686241.92","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / AMAR BAHADUR SINGH","160","1"
"24/10/2024","24/10/2024","","49392","-137735633.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400039675","160","1"
"24/10/2024","24/10/2024","","33702","-137769335.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400041544","160","1"
"24/10/2024","24/10/2024","","7500","-137776835.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400045186","160","1"
"24/10/2024","24/10/2024","","27000","-137803835.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400046535","160","1"
"24/10/2024","24/10/2024","","73163","-137876998.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400048365","160","1"
"24/10/2024","24/10/2024","","3000","-137879998.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400104296","160","1"
"24/10/2024","24/10/2024","","3000","-137882998.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400105276","160","1"
"24/10/2024","24/10/2024","","5000","-137887998.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400108203","160","1"
"24/10/2024","24/10/2024","","50000","-137937998.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400110171","160","1"
"24/10/2024","24/10/2024","","20000","-137957998.92","WITHDRAWAL TRANSFER TIN PAYMENT/24102400116208","160","1"
"24/10/2024","24/10/2024","437212.73","","-137520786.19","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520241024552 63930/ULTRATEC/","160","1"
"24/10/2024","24/10/2024","","126624","-137647410.19","CAS REMITTANCE THROUGH CHEQUE NEFT/HDFC/IDIBH24298357211 /VINAYAK EXPL/ Txn Amt. 126611.00 Charges. 13.00","161","1"
"24/10/2024","24/10/2024","","500029.21","-138147439.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24298373303 /ETC POOL / Txn Amt. 500000.00 Charges. 29.21","161","1"
"24/10/2024","24/10/2024","","280029.21","-138427468.61","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24298373321 /GOEL CARGO P/ Txn Amt. 280000.00 Charges. 29.21","161","1"
"24/10/2024","24/10/2024","","17199.61","-138444668.22","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24298373316 /SATNA PAPER / Txn Amt. 17194.00 Charges. 5.61","161","1"
"24/10/2024","24/10/2024","","11137.61","-138455805.83","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24298373342 /PYRAMID MOTO/ Txn Amt. 11132.00 Charges. 5.61","161","1"
"24/10/2024","24/10/2024","","15876.61","-138471682.44","WITHDRAWAL TRANSFER NEFT/BARB/IDIBH24298373344 /Gautam autom/ Txn Amt. 15871.00 Charges. 5.61","161","1"
"24/10/2024","24/10/2024","","33756.61","-138505439.05","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24298373326 /EASS SECURIT/ Txn Amt. 33751.00 Charges. 5.61","161","1"
"24/10/2024","24/10/2024","","80005.61","-138585444.66","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24298373363 /Vindhya moto/ Txn Amt. 80000.00 Charges. 5.61","161","1"
"24/10/2024","24/10/2024","","6055.66","-138591500.32","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24298373348 /SAI KRIPA EL/ Txn Amt. 6053.00 Charges. 2.66","161","1"
"24/10/2024","24/10/2024","","23851.61","-138615351.93","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24298373349 /AMAR ENGINEE/ Txn Amt. 23846.00 Charges. 5.61","161","1"
"24/10/2024","24/10/2024","","7744.66","-138623096.59","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24298373350 /MANISH AUTO / Txn Amt. 7742.00 Charges. 2.66","162","1"
"24/10/2024","24/10/2024","","7367.66","-138630464.25","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24298373366 /SAURABH INFR/ Txn Amt. 7365.00 Charges. 2.66","162","1"
"24/10/2024","24/10/2024","","70005.61","-138700469.86","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24298373352 /INDORE CLUTC/ Txn Amt. 70000.00 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","15000","-138715469.86","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24298377751 /COLLECTOR SI/ Txn Amt. 14994.39 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","17000","-138732469.86","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24298377861 /VARSHA / Txn Amt. 16994.39 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","16519","-138748988.86","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24298379074 /SESHMANI SAH/ Txn Amt. 16513.39 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","11747","-138760735.86","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24298379180 /SHANKAR PRAS/ Txn Amt. 11741.39 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","54700","-138815435.86","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24298379182 /NANDLAL SAHU/ Txn Amt. 54694.39 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","16680","-138832115.86","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24298379138 /KULWANT SING/ Txn Amt. 16674.39 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","14932","-138847047.86","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24298379075 /MAHESH SAHU / Txn Amt. 14926.39 Charges. 5.61","162","1"
"24/10/2024","24/10/2024","","20422","-138867469.86","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24298379220 /KANHIYA LAL / Txn Amt. 20416.39 Charges. 5.61","163","1"
"24/10/2024","24/10/2024","","18457","-138885926.86","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24298379193 /AHIWARAN SAH/ Txn Amt. 18451.39 Charges. 5.61","163","1"
"24/10/2024","24/10/2024","","21993","-138907919.86","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24298379194 /CHANDRABHAN / Txn Amt. 21987.39 Charges. 5.61","163","1"
"24/10/2024","24/10/2024","","18488","-138926407.86","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24298379211 /BRAJESH SAHU/ Txn Amt. 18482.39 Charges. 5.61","163","1"
"25/10/2024","25/10/2024","","387637","-139314044.86","CAS REMITTANCE THROUGH CHEQUE INW_CLG :IFFCO TOKIO GENERAL INSUR","163","1"
"25/10/2024","25/10/2024","","350000","-139664044.86","WITHDRAWAL TRANSFER Trf Rewa GOEL CARGO PVT LTD","163","1"
"25/10/2024","25/10/2024","","600029.21","-140264074.07","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24299143735 /BPCL ECMS / Txn Amt. 600000.00 Charges. 29.21","163","1"
"25/10/2024","25/10/2024","","20890.61","-140284964.68","WITHDRAWAL TRANSFER NEFT/BKID/IDIBH24299143805 /ADINATH ENTE/ Txn Amt. 20885.00 Charges. 5.61","163","1"
"25/10/2024","25/10/2024","","6100","-140291064.68","WITHDRAWAL TRANSFER NEFT/BARB/IDIBH24299155780 /MOHAMMAD SUH/ Txn Amt. 6097.34 Charges. 2.66","163","1"
"25/10/2024","25/10/2024","","7700","-140298764.68","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24299155771 /SHANKAR LAL / Txn Amt. 7697.34 Charges. 2.66","163","1"
"25/10/2024","25/10/2024","","8000","-140306764.68","WITHDRAWAL TRANSFER NEFT/BARB/IDIBH24299155786 /TARA CHANDRA/ Txn Amt. 7997.34 Charges. 2.66","163","1"
"25/10/2024","25/10/2024","","29955","-140336719.68","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24299159130 /MRATUNJAY PA/ Txn Amt. 29949.39 Charges. 5.61","164","1"
"25/10/2024","25/10/2024","","26352","-140363071.68","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24299159367 /RAMMANI SAHU/ Txn Amt. 26346.39 Charges. 5.61","164","1"
"25/10/2024","25/10/2024","","14420","-140377491.68","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24299159404 /MAHESH SAHU / Txn Amt. 14414.39 Charges. 5.61","164","1"
"25/10/2024","25/10/2024","","20582","-140398073.68","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24299159385 /SIDDHGOPAL S/ Txn Amt. 20576.39 Charges. 5.61","164","1"
"25/10/2024","25/10/2024","","33035","-140431108.68","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24299159422 /BABAN SAHU / Txn Amt. 33029.39 Charges. 5.61","164","1"
"25/10/2024","25/10/2024","258516","","-140172592.68","CREDIT TXN","164","1"
"25/10/2024","25/10/2024","1437125","","-138735467.68","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4603530465 /FINANCIAL SU/","164","1"
"25/10/2024","25/10/2024","1079118","","-137656349.68","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4603530463 /FINANCIAL SU/","164","1"
"25/10/2024","25/10/2024","529698","","-137126651.68","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4603530458 /FINANCIAL SU/","164","1"
"25/10/2024","25/10/2024","946530","","-136180121.68","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4603530460 /FINANCIAL SU/","164","1"
"25/10/2024","25/10/2024","","263029.21","-136443150.89","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24299219229 /Anil Kumar Y/ Txn Amt. 263000.00 Charges. 29.21","164","1"
"25/10/2024","25/10/2024","481333","","-135961817.89","NO BOOK DEPOSIT TRANSFER RTGS/INDB/INDBR3202410250069 4288/ASHTECH /","164","1"
"25/10/2024","25/10/2024","","19999.61","-135981817.5","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24299231120 /ASHOK KUMAR / Txn Amt. 19994.00 Charges. 5.61","164","1"
"25/10/2024","25/10/2024","","6775.66","-135988593.16","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24299231071 /ISMATS KHAN / Txn Amt. 6773.00 Charges. 2.66","165","1"
"25/10/2024","25/10/2024","","20999.61","-136009592.77","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24299231161 /RAJENDRA TIW/ Txn Amt. 20994.00 Charges. 5.61","165","1"
"25/10/2024","25/10/2024","","4606.66","-136014199.43","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24299231162 /VIPUL YADAV / Txn Amt. 4604.00 Charges. 2.66","165","1"
"25/10/2024","25/10/2024","","15999.61","-136030199.04","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24299231154 /RAJESH SINGH/ Txn Amt. 15994.00 Charges. 5.61","165","1"
"26/10/2024","26/10/2024","","700029.21","-136730228.25","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24300299592 /INDIAN OIL C/ Txn Amt. 700000.00 Charges. 29.21","165","1"
"26/10/2024","26/10/2024","","17703.61","-136747931.86","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBH24300299596 /RAVI STATION/ Txn Amt. 17698.00 Charges. 5.61","165","1"
"26/10/2024","26/10/2024","","4799.66","-136752731.52","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24300299650 /RAHISH VISHW/ Txn Amt. 4797.00 Charges. 2.66","165","1"
"26/10/2024","26/10/2024","","8002.66","-136760734.18","WITHDRAWAL TRANSFER NEFT/BKID/IDIBH24300299651 /RAMSUMAN VIS/ Txn Amt. 8000.00 Charges. 2.66","165","1"
"26/10/2024","26/10/2024","","10002.66","-136770736.84","WITHDRAWAL TRANSFER NEFT/BDBL/IDIBH24300299687 /MOHHAMAD SAD/ Txn Amt. 10000.00 Charges. 2.66","165","1"
"26/10/2024","26/10/2024","","20000","-136790736.84","WITHDRAWAL TRANSFER / BRANCH-P015 / BALBIR BODY REPAIRING WORKS","165","1"
"26/10/2024","26/10/2024","","24878","-136815614.84","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24300301075 /SHIV DAYAL S/ Txn Amt. 24872.39 Charges. 5.61","166","1"
"26/10/2024","26/10/2024","","27380","-136842994.84","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24300301019 /SHRI BHAN GU/ Txn Amt. 27374.39 Charges. 5.61","166","1"
"26/10/2024","26/10/2024","","24151","-136867145.84","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24300301083 /AYODHA PRASA/ Txn Amt. 24145.39 Charges. 5.61","166","1"
"26/10/2024","26/10/2024","","15541","-136882686.84","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24300301084 /AHIWARAN SAH/ Txn Amt. 15535.39 Charges. 5.61","166","1"
"26/10/2024","26/10/2024","","20000","-136902686.84","WITHDRAWAL TRANSFER NEFT/BARB/IDIBH24300304838 /GAUTAM / Txn Amt. 19994.39 Charges. 5.61","166","1"
"26/10/2024","26/10/2024","","8997.05","-136911683.89","WITHDRAWAL TRANSFER NEFT/BARB/IDIBH24300304932 /MOHAMMAD SUH/ Txn Amt. 8994.39 Charges. 2.66","166","1"
"26/10/2024","26/10/2024","","6447.05","-136918130.94","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24300304960 /MADAN SINGH / Txn Amt. 6444.39 Charges. 2.66","166","1"
"26/10/2024","26/10/2024","","20999.61","-136939130.55","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24300305490 /MAHAVEER SIN/ Txn Amt. 20994.00 Charges. 5.61","166","1"
"26/10/2024","26/10/2024","","18994","-136958124.55","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / MALKHAN","166","1"
"26/10/2024","26/10/2024","","4298","-136962422.55","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P003 / HARI MANGAL SINGH","166","1"
"26/10/2024","26/10/2024","","7698","-136970120.55","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P002 / RAKESH","166","1"
"26/10/2024","26/10/2024","","14999.61","-136985120.16","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24300306385 /SUNEET SINGH/ Txn Amt. 14994.00 Charges. 5.61","167","1"
"26/10/2024","26/10/2024","","5950.66","-136991070.82","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24300306387 /SHRIBHAN GUP/ Txn Amt. 5948.00 Charges. 2.66","167","1"
"26/10/2024","26/10/2024","","30749.61","-137021820.43","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBH24300306388 /KESHAV KUMAR/ Txn Amt. 30744.00 Charges. 5.61","167","1"
"26/10/2024","26/10/2024","","10724.61","-137032545.04","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24300306337 /GIRIJA PANDE/ Txn Amt. 10719.00 Charges. 5.61","167","1"
"26/10/2024","26/10/2024","","21999.61","-137054544.65","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBH24300306338 /JITENDRA SIN/ Txn Amt. 21994.00 Charges. 5.61","167","1"
"26/10/2024","26/10/2024","","30000","-137084544.65","WITHDRAWAL TRANSFER / BRANCH-P030 / PRINCE TRADING COMPANY","167","1"
"28/10/2024","28/10/2024","","500000","-137584544.65","WITHDRAWAL TRANSFER /IMPS/P2A/430208069697/ 0FTIM10059671/ICIC/Fastag","167","1"
"28/10/2024","28/10/2024","","23.6","-137584568.25","WITHDRAWAL TRANSFER /IMPS COMMISSION CHARGES/430208069697/","167","1"
"28/10/2024","28/10/2024","","199500","-137784068.25","WITHDRAWAL TRANSFER TIN PAYMENT/24102800045995","167","1"
"28/10/2024","28/10/2024","","4500","-137788568.25","WITHDRAWAL TRANSFER TIN PAYMENT/24102800047559","167","1"
"28/10/2024","28/10/2024","","550029.21","-138338597.46","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24302395425 /BPCL ECMS / Txn Amt. 550000.00 Charges. 29.21","167","1"
"28/10/2024","28/10/2024","","228969.21","-138567566.67","WITHDRAWAL TRANSFER NEFT/HSBC/IDIBH24302395446 /CHEM FINE / Txn Amt. 228940.00 Charges. 29.21","167","1"
"28/10/2024","28/10/2024","","123017.41","-138690584.08","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24302395472 /R K PETROLIU/ Txn Amt. 123000.00 Charges. 17.41","168","1"
"28/10/2024","28/10/2024","","700029.21","-139390613.29","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24302395473 /INDIAN OIL C/ Txn Amt. 700000.00 Charges. 29.21","168","1"
"28/10/2024","28/10/2024","70000","","-139320613.29","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4607980612 /KOTHARI CRED/","168","1"
"28/10/2024","28/10/2024","","77138","-139397751.29","CAS REMITTANCE THROUGH CHEQUE NEFT/HDFC/IDIBH24302474312 /VINAYAK EXPL/ Txn Amt. 77132.00 Charges. 6.00","168","1"
"28/10/2024","28/10/2024","148090.86","","-139249660.43","NO BOOK DEPOSIT TRANSFER NEFT/HDFC/N302243358489895 /ULTRATECH CE/","168","1"
"28/10/2024","28/10/2024","157246.03","","-139092414.4","NO BOOK DEPOSIT TRANSFER NEFT/HDFC/N302243358522758 /ULTRATECH CE/","168","1"
